[(-260.829707251335, -2594.484517124946, 1483.1141186819777), (-290.04744773283664, -2621.866838364934, 1294.7406629386298), (-229.23875997006377, -2977.839460025946, 1534.9169100582849), (-253.05944698698767, -3007.974101132819, 1346.9072765726826), (68.7926664933543, -2953.1698128330117, 1480.0811794634074), (30.359624798095737, -2568.1478269718614, 1428.1852876450241), (-2.109967919516123, -2597.273097930837, 1239.453308557694), (37.91314009813324, -2984.431630155345, 1290.1019187102602)];
[(-265.7893042889989, -2475.305158389332, 1482.6686335836737), (-304.7091952757241, -2532.1448484476273, 1302.8283755108948), (-285.66789445972006, -2843.340055704089, 1604.314370880445), (-319.6127654603592, -2903.555752852388, 1425.3033110051313), (10.94300693821566, -2871.538163922678, 1543.7741374227319), (24.275427246587896, -2500.9292416582643, 1421.7762473394628), (-18.115639797705143, -2559.0696409761194, 1241.9290700140782), (-30.209865027251595, -2932.2099386019468, 1363.085613229129)];
[(-250.7188487811551, -2392.8420462374866, 1493.3077834381997), (-300.89067761321473, -2441.846154763552, 1313.9494503637716), (-340.6404064414542, -2749.5874971148924, 1616.957798146473), (-386.5785580178642, -2802.8616944285004, 1438.4229552212823), (-55.40728764353361, -2834.815478767248, 1555.1796540614107), (28.58680185677113, -2474.2812430715953, 1431.194696512501), (-25.24207331451433, -2523.8909171065457, 1251.85243091445), (-108.51503065842056, -2887.15157106039, 1375.0034431889737)];
[(-242.32152466848328, -2358.580276974478, 1517.1778011861945), (-288.3343681336246, -2369.895425876682, 1330.5155062640576), (-405.5081725372245, -2705.1937056697393, 1579.4014172544748), (-448.22528034859886, -2721.5962333642437, 1393.0432948303333), (-137.63874254021715, -2834.3487790093363, 1516.130448350567), (20.468862451664933, -2482.856416717098, 1453.9426973702384), (-29.242125127699666, -2494.048130952599, 1267.0580296303274), (-187.09462204304646, -2848.202005951289, 1328.0209856037482)];
[(-242.95281712761206, -2360.116779149734, 1555.3800901566726), (-265.76778316012894, -2322.3833102527337, 1367.9135882050984), (-486.0088103125459, -2661.2208641495777, 1525.3360630559841), (-506.814062310559, -2629.1841380047067, 1337.2830554352429), (-247.83138767064304, -2836.981568289544, 1455.924462972128), (-8.598590930421437, -2530.0079173271884, 1486.6987778586058), (-34.93021123848436, -2491.204233336715, 1298.7540102522123), (-274.35181204377426, -2800.521646899967, 1266.2133480833706)];
[(-230.3284636972598, -2372.874189249619, 1583.9682638482072), (-235.2640068282006, -2303.694237461307, 1404.3080250957362), (-554.1610555111993, -2575.674460009325, 1515.799120902217), (-558.9455692049544, -2512.3898588864568, 1334.7043620122297), (-380.78568692108706, -2805.223482972572, 1417.3790638753142), (-58.776813864337555, -2595.8203090072348, 1487.1845671254398), (-66.70697785485117, -2524.4702319672865, 1307.2718249547454), (-389.57791452422316, -2735.765593409244, 1235.3865799640723)];
[(-229.78812071823063, -2354.984217555415, 1573.4030199700826), (-234.07185859047502, -2285.4759701158428, 1393.8528046214328), (-595.6660404859106, -2478.756765607415, 1535.2423914856772), (-601.2577792669612, -2415.016628627389, 1354.3306135297883), (-487.64328570417484, -2741.059817003508, 1425.8510130320662), (-121.90350417557704, -2610.452184944071, 1465.7041249968631), (-128.62364828623464, -2538.150393945932, 1286.1223707134864), (-495.803352357303, -2670.393977599595, 1244.2946351695489)];
[(-239.17778646107078, -2332.5670173516223, 1548.6692421993266), (-260.9815910512975, -2256.949474429332, 1372.9006215305276), (-617.2170257790394, -2419.8653100309907, 1559.055339748133), (-641.0618648310135, -2349.8173077879796, 1382.0021131739263), (-551.3543214332657, -2687.3608542813545, 1430.4220703938145), (-172.5499382747629, -2593.305977204048, 1421.8703877571954), (-196.48558443168565, -2514.677757757091, 1246.465132021931), (-577.138580468189, -2610.15771930309, 1253.2277876854034)];
[(-251.09727575902926, -2362.3688729607984, 1520.3182836057936), (-282.7811719733322, -2247.4683944897292, 1369.0501856081455), (-633.6855773875784, -2394.8012561037854, 1577.0356651724985), (-668.5103728169964, -2284.6981799728446, 1423.7787232162127), (-633.7309730105244, -2633.8715172895613, 1389.1961374949624), (-248.96364090713297, -2595.4354689574957, 1335.4468843588293), (-282.14926735513404, -2477.4057479885114, 1185.4801715351523), (-669.2105803764338, -2516.55695413643, 1237.533826348286)];
[(-306.34561686660885, -2371.8694659028743, 1506.7142021859138), (-318.55852819861934, -2229.3938643504307, 1377.7197276411055), (-690.5158912734573, -2357.713438279555, 1560.149551302664), (-706.4947286559928, -2219.1167309704406, 1428.3968530875493), (-721.8652198996872, -2558.5018860342466, 1334.0091107678854), (-334.72327227952417, -2567.631803528975, 1284.5119504711085), (-347.9926464114504, -2422.1119549472105, 1157.3497974192312), (-737.4787015221609, -2413.055863467725, 1205.072538763648)];
[(-394.3686433233283, -2354.4957710746785, 1518.6807779697883), (-377.13718320398334, -2206.195538174125, 1397.033154039757), (-778.5175928818533, -2300.5752309150553, 1531.5139106002364), (-765.1038662254653, -2155.5969478097163, 1406.515857123373), (-805.147266538241, -2486.9367189865425, 1292.7702483868636), (-417.9777994284169, -2536.359020910164, 1284.4364804213085), (-401.6777145954862, -2384.9975560082753, 1164.6603143151278), (-790.9728545561226, -2335.3162048454765, 1170.9783290097537)];
[(-492.04316494332613, -2295.308520950086, 1548.0372296858754), (-451.40963283039645, -2157.15547453339, 1420.1674578950444), (-871.0115548998017, -2220.9089464127596, 1509.4342231501682), (-833.9553575526821, -2086.107657965088, 1377.9861540163542), (-879.7348729585226, -2422.221255660568, 1281.7600307837986), (-498.0473757193197, -2491.9742899286407, 1324.9037503697257), (-458.3794044158597, -2350.590344076676, 1198.5734384968491), (-841.9143801320008, -2280.613768579571, 1153.1525045111707)];
[(-584.3811569554194, -2178.2925620848505, 1582.652394858279), (-523.9078442110706, -2078.918593239992, 1429.1733426531957), (-953.1049142425368, -2106.1902572159156, 1485.2533299973034), (-896.0138742869026, -2010.8797124678129, 1328.7935676793418), (-950.1634506504383, -2359.08140393372, 1316.5058982953426), (-578.9352772911891, -2425.598552518306, 1417.388622914426), (-519.3988282764792, -2322.6812541258982, 1264.4646002095915), (-892.2257015899505, -2256.485549626337, 1161.1344922975125)];
[(-666.7372822393468, -2040.2729813073736, 1584.3602532769528), (-590.2946643237103, -1998.3749955465541, 1412.636313014054), (-1023.2611538473959, -1995.232518607249, 1437.7157338277066), (-950.1782338929397, -1958.0682614190957, 1264.2197718961036), (-1020.9728346397799, -2289.531562594829, 1361.4194933861365), (-661.9225984833345, -2328.214892586294, 1509.739214848964), (-586.2728127679217, -2282.7663196817607, 1337.3041461069727), (-946.7541646813413, -2245.15199209798, 1186.6481895599193)];
[(-725.8199817639478, -1898.2354650442335, 1527.922074217839), (-649.279532107082, -1928.2854857939742, 1353.7767827991781), (-1081.3931562038438, -1896.1595618645117, 1372.3394992428177), (-1008.4398436342967, -1931.1034840347638, 1198.3283487481492), (-1093.1328427949204, -2197.1432789284404, 1413.6827190429462), (-734.7327617754722, -2192.8244741766293, 1568.417788528849), (-658.8313276351153, -2219.8287052764376, 1392.2586003266808), (-1018.7324406752107, -2225.958086598679, 1235.757867174656)];
[(-764.9552311310815, -1783.0615632526296, 1426.779636054619), (-707.5222682979935, -1879.3775314110374, 1270.2142638871212), (-1133.7343610287726, -1808.860369781556, 1308.5472194984168), (-1080.0781859593526, -1909.399598359209, 1154.158028160684), (-1155.1064609083285, -2073.1784540531153, 1457.2666320714522), (-783.3081445864111, -2041.9555829350318, 1572.172489961159), (-726.5704238771963, -2136.108342407267, 1412.6782746353729), (-1100.1189294535634, -2169.5298071886755, 1296.9053087342515)];
[(-795.9394339529449, -1707.412552864542, 1328.428514826201), (-776.8937293978789, -1843.3448112924673, 1193.3444337481174), (-1180.944261398513, -1711.3333253999183, 1279.4546465139213), (-1165.5715165801053, -1850.3589099570331, 1148.0822385916733), (-1198.0178539630074, -1929.9625991074772, 1490.0443260268653), (-810.1862661466258, -1921.9521674837208, 1534.0296003247918), (-792.1662249576136, -2056.3706490180984, 1395.721011555185), (-1182.0646749979276, -2066.4731411347925, 1351.7210312232887)];
[(-814.4669239991056, -1660.9136934512564, 1259.6105639836844), (-846.7757252749857, -1810.8949601123093, 1143.2070085616645), (-1195.7037972701287, -1589.8481475757242, 1275.4429371185213), (-1231.43200453815, -1741.6982793626166, 1163.6924262037808), (-1213.2205710123849, -1777.5293775179175, 1513.995234460982), (-829.4352291128761, -1845.7114206071894, 1492.2643297101858), (-863.0580630860229, -1994.3360694418016, 1372.6711251193558), (-1249.2284420325839, -1927.7621025702347, 1395.0140282267703)];
[(-832.5306072141891, -1623.0765083204342, 1245.4859079940938), (-905.2818866475558, -1760.0823765326325, 1131.3602311275122), (-1187.6694686703875, -1474.6130981671304, 1295.2607442106146), (-1263.7498951051862, -1612.8508282158148, 1186.0579845729794), (-1223.8964400834632, -1660.4458572940853, 1533.1516271376765), (-866.169497747046, -1806.4728193366473, 1477.2966993219834), (-940.1862042849967, -1941.798804253981, 1360.1185411638598), (-1300.5217580531491, -1796.8629138376305, 1416.7819007521593)];
[(-852.4019246283178, -1593.4733970554155, 1265.203461346496), (-951.371806800136, -1697.2409716410318, 1136.652772544217), (-1171.485834919125, -1387.9638354935123, 1346.405725423903), (-1273.9178939414426, -1492.960333068873, 1222.6860714099005), (-1241.0589497852945, -1593.977997199269, 1558.9052004039856), (-919.0158039254269, -1796.788769873724, 1471.9097144871346), (-1018.9270909603867, -1898.2667908338476, 1340.5999213453572), (-1343.7339971941815, -1696.1273025883881, 1428.3436442815814)];
[(-874.6266080701339, -1585.2139204902624, 1291.8588009560824), (-990.2449728760922, -1636.2966152966549, 1146.5626251119168), (-1141.1545600298632, -1331.928655903274, 1416.1646936498153), (-1260.5833483001609, -1384.333500535182, 1275.4037587304178), (-1262.8124026587643, -1553.952545806623, 1584.5186114580583), (-992.5971222558506, -1804.2105923465822, 1455.0318389412607), (-1108.5188610302223, -1852.3545962201356, 1307.4966866539114), (-1381.6015702861546, -1602.2487155105428, 1437.6187151499862)];
[(-911.0540403898752, -1561.4832082003763, 1309.220147534701), (-1024.8861467981405, -1560.8821319813446, 1153.8820744101072), (-1136.1871777972524, -1293.1528913604138, 1476.421944465269), (-1254.267425793585, -1294.0196904814313, 1325.1624069134266), (-1304.6602055856329, -1517.8387524852867, 1592.9182221770807), (-1075.063143587595, -1782.9092959111326, 1421.3518851297615), (-1188.545383753231, -1778.9814170680113, 1264.4166477715298), (-1421.0252205737895, -1513.6568875170344, 1436.5063902039408)];
[(-965.8502583751563, -1532.652108497026, 1338.8517820305508), (-1053.370317188047, -1483.7391330371656, 1174.426154949257), (-1173.4764061559742, -1266.0529910825037, 1529.793717557114), (-1265.9825219107202, -1218.6017234624424, 1368.504723024915), (-1387.9366132760852, -1476.6525303420635, 1575.5423090980344), (-1174.8152948062343, -1740.0392063721956, 1381.5861945218007), (-1261.2769452164387, -1687.6680545438137, 1216.347091236852), (-1477.2615497582306, -1423.6443746572725, 1410.5145628177254)];
[(-1055.3183081846037, -1506.5929121981667, 1370.306071567602), (-1096.1296053732285, -1413.139263879423, 1206.9387543290438), (-1261.170497706132, -1246.3900394348932, 1571.7058492885985), (-1307.697101758647, -1154.016743131836, 1410.0717153519915), (-1507.633923013351, -1419.136879745349, 1528.6641352090646), (-1295.3587153716298, -1676.6837288886218, 1326.1275493904159), (-1334.4850191731339, -1579.9331000378409, 1162.9381993772713), (-1549.480731070424, -1321.2880446406305, 1365.2706958882509)];
[(-1149.8340769757262, -1472.00434942095, 1404.4097607516935), (-1153.28322511432, -1357.1964257698694, 1249.8288086648627), (-1372.286520481606, -1219.6478097168658, 1597.9907945281946), (-1381.7319257970423, -1105.6079216245644, 1443.9491370120818), (-1617.092583169254, -1364.077343866205, 1490.0631273659058), (-1387.958942868233, -1614.2370997184235, 1296.8531811612675), (-1389.5751473211646, -1496.3346060376418, 1143.1693965354282), (-1621.2661732440924, -1244.8266842260848, 1335.8398242944054)];
[(-1246.7289301179494, -1441.61882486825, 1444.9461595246757), (-1215.1988681010027, -1316.9444812324687, 1301.5927851932006), (-1481.6171223323117, -1185.300026999205, 1617.4881555962727), (-1456.1238342152362, -1060.935707362268, 1473.5897460490842), (-1713.1866252345797, -1301.813844482163, 1458.6222509362035), (-1471.6493000381975, -1556.5178679485084, 1287.7486343505207), (-1438.2620388631851, -1428.9749942426802, 1145.8316799441056), (-1682.1240091696554, -1172.685857498401, 1315.8495548429903)];
[(-1350.3968957906231, -1415.211677722594, 1483.795683931675), (-1284.1637968202226, -1290.9571796089451, 1352.4106657472269), (-1583.3944043876052, -1140.226110352971, 1627.8013370052272), (-1523.0336685508296, -1015.638007560757, 1494.9196971151787), (-1796.9055914615874, -1228.0067225862067, 1429.9483180428294), (-1557.48524697616, -1502.1203997950854, 1288.697468517793), (-1489.3747058025467, -1375.2429716451886, 1159.1390330648783), (-1730.784608337397, -1099.2900033991343, 1299.2464141492471)];
[(-1448.7472316789467, -1378.4790077801786, 1510.790495881273), (-1358.7837298122588, -1258.7834616597586, 1389.6807469968737), (-1680.7558212648296, -1089.3378562957068, 1625.7336917118116), (-1596.394494853501, -968.9474257312463, 1502.394910938634), (-1872.3519188006937, -1164.019900580584, 1401.7876989528945), (-1634.2819601594006, -1452.6849019816195, 1290.3990835709287), (-1542.5304909549657, -1330.485032960595, 1171.356336206909), (-1782.3108755092917, -1039.8626853707622, 1281.369418267036)];
[(-1541.2307464085104, -1323.5148350577058, 1531.3031114166115), (-1437.7069392446751, -1210.8392337167493, 1414.3627124230031), (-1778.2739351427315, -1026.2780758241672, 1609.4271475782841), (-1680.0930758515883, -912.9402406985251, 1489.6849327755071), (-1948.228447306564, -1108.914323205451, 1371.257052024265), (-1705.4949875716557, -1405.58726079823, 1297.2445699470434), (-1600.3510500256195, -1290.336343174347, 1182.4216881940154), (-1844.616731683653, -991.7508361025597, 1254.8083699167892)];
[(-1625.128873754043, -1231.8020886346544, 1555.25081980169), (-1520.7732019990267, -1135.229143612907, 1425.360147440619), (-1875.2979280005575, -935.7674023857782, 1575.7797804687166), (-1776.1837960407902, -839.2079614769864, 1442.8293866173547), (-2032.2667435551675, -1062.3761926826028, 1348.2511335574425), (-1776.605926118741, -1356.9640172815891, 1331.8873960927451), (-1670.8090536368036, -1257.445745154023, 1203.725580111205), (-1927.9981062567922, -961.2947845491229, 1218.1220972331344)];
[(-1700.6940359398031, -1093.2871415171956, 1577.9555152618286), (-1607.3276620869622, -1026.9170066828435, 1423.14675536864), (-1975.477610904788, -823.5742023340545, 1529.0530944854681), (-1887.3804473010562, -758.4550728784272, 1371.5045852830403), (-2124.422970433783, -1018.5606088762554, 1349.5151844473498), (-1844.228611111149, -1285.3305334539461, 1401.8328700099808), (-1749.6568029317064, -1215.554414603583, 1247.8530592367742), (-2031.5422687962914, -947.931877478974, 1193.2854707129316)];
[(-1768.6012167553222, -934.9010366604933, 1581.5737155071117), (-1690.0215016345637, -911.0246895584289, 1407.3807904939886), (-2069.748840154207, -713.4389034213846, 1477.1363569924445), (-1996.431197392976, -691.9650119900191, 1301.10641847425), (-2208.707876362394, -963.715228571708, 1374.7135698420307), (-1902.2821243861085, -1180.9527393756398, 1481.1247266984344), (-1822.7823618962852, -1153.4981965595352, 1306.6301662310027), (-2131.0859032791786, -936.2480060059089, 1197.9556934455604)];
[(-1825.111404231555, -792.4373238463459, 1564.7427740759497), (-1764.224644337834, -814.2599999934148, 1383.3465227931574), (-2151.842440717873, -627.0194221115239, 1436.1882059993561), (-2096.134721400968, -651.9615418186122, 1254.2605151960727), (-2277.459155397666, -903.5325071390045, 1422.073150067535), (-1945.6755863620247, -1064.0464678193607, 1550.7865667058763), (-1884.2046841528704, -1082.4751923651193, 1368.018883339503), (-2218.049382510985, -922.6951073995882, 1237.3402631042047)];
[(-1867.0296462715578, -678.7259952782238, 1534.9093227488472), (-1825.786508616378, -742.5416680924671, 1357.9500330699868), (-2214.4562994782586, -557.6439489802844, 1411.3116362938454), (-2178.245587859456, -624.740771049982, 1235.21522849347), (-2325.9565398685017, -832.2748650306075, 1479.015671214934), (-1973.7598047080155, -948.4392748913212, 1600.980836332048), (-1932.2715514317313, -1009.2835730892034, 1421.8188649017475), (-2286.694698291152, -894.3596560778118, 1298.3863479986287)];
[(-1893.7311430719662, -586.6740869149337, 1492.6170284710315), (-1876.476557063117, -686.0721248604129, 1328.5733269208724), (-2252.7255004244776, -479.61436874868684, 1391.109405474749), (-2240.388979160934, -581.8614881398285, 1229.1943634702563), (-2357.8573599752426, -730.7482646896347, 1526.4509675288243), (-1994.2847132145441, -833.5003786662635, 1624.7827806860762), (-1977.0357630310396, -930.4384303468935, 1457.9661039303264), (-2343.0206195522874, -829.1094395926464, 1358.7371747319248)];
[(-1911.1020361527726, -512.9278930174278, 1436.8236263113192), (-1924.2073850185864, -639.6134862488273, 1292.3693532601592), (-2270.114507198974, -386.9267063184981, 1360.1667546369802), (-2288.0335845740265, -515.528136747282, 1218.873716005608), (-2377.0773155631914, -599.327928296705, 1549.594731798016), (-2013.6031248198744, -722.1226846041325, 1621.8454921049424), (-2026.8755246688197, -846.8599660758217, 1474.2420714020195), (-2392.9707415427793, -725.3546281077889, 1401.6500264707936)];
[(-1922.862396155407, -464.6406669550907, 1387.4171987491034), (-1972.0668918975516, -599.4079937722745, 1258.9465331271917), (-2260.802874894219, -283.23782695789936, 1327.9884863125167), (-2314.7335905522855, -418.72459735580617, 1203.2569467415544), (-2382.9148925376544, -454.7605271379069, 1547.3213349064429), (-2040.4975596708455, -634.2289696478316, 1601.6689215454226), (-2089.8499407501004, -767.3429794312315, 1469.8837984430986), (-2435.091608850605, -588.6940671217504, 1415.5550151157072)];
[(-1942.0144605565442, -447.34470647437337, 1372.7582352080747), (-2026.1465241723195, -564.1816388368961, 1244.8561092996601), (-2215.9626706613863, -179.6831911715542, 1309.8915445262319), (-2304.8516667584945, -295.8674717822741, 1185.7017570241724), (-2381.9235995873, -308.7235504188792, 1529.5363390415737), (-2103.114287258604, -575.8123425054537, 1587.3390758156454), (-2186.9139248903602, -691.0471517936843, 1456.1107433146449), (-2468.6641243955946, -423.96072328882997, 1398.3134704784948)];
